#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
603	NM_205825	GL172715	-	2463142	2480476	2463568	2476681	8	2463142,2464276,2470484,2471701,2472177,2473196,2476551,2480429,	2463723,2464380,2470711,2471764,2472495,2473243,2476687,2480476,	0	aptx	cmpl	cmpl	1,2,0,0,0,1,0,-1,
604	NM_001016664	GL172715	+	2549645	2596230	2549952	2595670	6	2549645,2579274,2592438,2593023,2594090,2595537,	2550256,2579510,2592626,2593146,2594195,2596230,	0	b4galt1.2	cmpl	cmpl	0,1,0,2,2,2,
604	NM_203857	GL172715	-	2491368	2510704	2492273	2510636	11	2491368,2493091,2493486,2495413,2496504,2496918,2497742,2502670,2504265,2507595,2510610,	2492372,2493244,2493654,2495540,2496632,2497035,2497864,2502782,2504418,2507806,2510704,	0	smu1	cmpl	cmpl	0,0,0,2,0,0,1,0,0,2,0,
607	NM_203795	GL172715	-	2970604	2996956	2971567	2996919	9	2970604,2972036,2972178,2981747,2982084,2982321,2986501,2989458,2996874,	2971764,2972090,2972404,2981906,2982218,2982465,2986574,2989527,2996956,	0	sh3gl1	cmpl	cmpl	1,1,0,0,1,1,0,0,0,
607	NM_001102976	GL172715	+	2941382	2965532	2948661	2963512	16	2941382,2941893,2948635,2949220,2949538,2954096,2954317,2954666,2954847,2955087,2955348,2955501,2958423,2963425,2964141,2965383,	2941403,2941945,2948865,2949451,2949674,2954169,2954414,2954739,2954924,2955256,2955419,2955591,2958516,2964130,2965363,2965532,	0	mpnd	cmpl	cmpl	-1,-1,0,0,0,1,2,0,1,0,1,0,0,0,-1,-1,
608	NM_001005818	GL172715	-	3061792	3076384	3062144	3076193	11	3061792,3062394,3062778,3065857,3066188,3066364,3067358,3068098,3068293,3071773,3076110,	3062273,3062540,3062909,3066077,3066267,3066440,3067456,3068221,3068343,3071922,3076384,	0	ubxn6	cmpl	cmpl	0,1,2,1,0,2,0,0,1,2,0,
608	NM_203845	GL172715	+	3076482	3098963	3076583	3098748	16	3076482,3079191,3079396,3079720,3081452,3081650,3081828,3082069,3082230,3088551,3088754,3089039,3093247,3097123,3098025,3098672,	3076655,3079268,3079538,3079891,3081545,3081719,3081988,3082145,3082594,3088640,3088822,3089110,3093349,3097298,3098152,3098963,	0	hdgfrp2	cmpl	cmpl	0,0,2,0,0,0,0,1,2,0,2,1,0,0,1,2,
73	NM_001045640	GL172716	+	115394	184856	115666	184024	11	115394,117133,146966,148111,150688,151682,153267,161174,161651,163583,183859,	115685,117228,147051,148220,150746,151802,153414,161308,161729,163681,184856,	0	dclk2	cmpl	cmpl	0,1,0,1,2,0,0,0,2,2,0,
74	NM_001079083	GL172716	-	1621006	1792485	1621143	1792434	15	1621006,1624821,1636147,1637126,1639165,1641519,1661872,1676453,1685110,1687432,1698072,1738569,1740889,1760633,1792379,	1621305,1624966,1636267,1637226,1639279,1641589,1662004,1676517,1685247,1687544,1698149,1738679,1740929,1760689,1792485,	0	b3galtl	cmpl	cmpl	0,2,2,1,1,0,0,2,0,2,0,1,0,1,0,
75	NM_001114268	GL172716	+	2219525	2276823	2220117	2276546	5	2219525,2257043,2266595,2274652,2276493,	2220144,2257152,2266682,2274730,2276823,	0	ubl3	cmpl	cmpl	0,0,1,1,1,
75	NM_001017301	GL172716	-	2744119	2781398	2746632	2781123	18	2744119,2746909,2747862,2748122,2749292,2751514,2751812,2753202,2753737,2756502,2757467,2760711,2761227,2763412,2764363,2764794,2767715,2780831,	2746773,2747048,2747927,2748252,2749432,2751602,2751978,2753304,2753854,2756661,2757525,2760816,2761475,2763563,2764434,2764864,2767837,2781398,	0	pan3	cmpl	cmpl	0,2,0,2,0,2,1,1,1,1,0,0,1,0,1,0,1,0,
587	NM_001079329	GL172716	+	330870	332698	331118	332198	1	330870,	332698,	0	mab21l1	cmpl	cmpl	0,
590	NM_001015913	GL172716	+	689911	701545	692911	701356	4	689911,692874,694835,700508,	689961,693065,695009,701545,	0	kiaa1456	cmpl	cmpl	-1,0,1,1,
591	NM_001045767	GL172716	+	888389	900862	888483	900302	11	888389,890463,892252,893379,895116,896453,897017,897652,898542,899121,900184,	888648,891845,892426,893539,895315,896661,897132,897874,898760,899298,900862,	0	stard13	cmpl	cmpl	0,0,2,2,0,1,2,0,0,2,2,
592	NM_001114028	GL172716	-	961835	1031968	962265	1013467	35	961835,963373,964575,964757,965567,965782,973642,973979,977266,978243,981932,982571,985939,986582,988520,989881,990606,991118,993577,995287,995528,998839,999929,1001105,1002031,1003175,1004455,1005133,1006990,1008260,1009976,1010163,1012960,1013359,1031884,	962295,963518,964674,965206,965676,965928,973705,974099,977399,978358,982137,982695,986076,986651,988679,990005,990767,991224,993693,995427,995577,998921,1000043,1001257,1002177,1003270,1004571,1005274,1007071,1008387,1010074,1010250,1013164,1013490,1031968,	0	pds5b	cmpl	cmpl	0,2,2,0,2,0,0,0,2,1,0,2,0,0,0,2,0,2,0,1,0,2,2,0,1,2,0,0,0,2,0,0,0,0,-1,
598	NM_203837	GL172716	+	1824885	1834614	1825063	1834440	7	1824885,1829055,1829954,1830375,1831890,1832672,1834199,	1825170,1829199,1830077,1830475,1832024,1832917,1834614,	0	hsph1	cmpl	cmpl	0,0,0,0,1,0,2,
599	NM_001044462	GL172716	-	1935472	1941410	1935572	1941367	5	1935472,1936517,1937979,1938383,1941194,	1935689,1936703,1938095,1938523,1941410,	0	LOC733544	cmpl	cmpl	0,0,1,2,0,
599	NM_001032320	GL172716	-	1944382	1954365	1946146	1954334	5	1944382,1946780,1947465,1948351,1954264,	1946309,1946862,1947536,1948451,1954365,	0	alox5ap	cmpl	cmpl	2,1,2,1,0,
600	NM_203895	GL172716	+	2001100	2009791	2006549	2009318	5	2001100,2006536,2008041,2008344,2009153,	2001117,2006699,2008187,2008519,2009791,	0	hmgb1	cmpl	cmpl	-1,0,0,2,0,
607	NM_001045789	GL172716	-	3000134	3002639	3000475	3002497	2	3000134,3002115,	3000825,3002639,	0	gsx1	cmpl	cmpl	1,0,
607	NM_203878	GL172716	+	2904696	2907667	2904696	2905927	3	2904696,2905744,2906090,	2904848,2906081,2907667,	0	cdx2	incmpl	cmpl	1,0,-1,
608	NM_001011368	GL172716	-	3052370	3058078	3053429	3058072	3	3052370,3056623,3058049,	3053670,3056698,3058078,	0	polr1d.1	cmpl	cmpl	2,2,0,
9	NM_001142051	GL172717	-	998483	1097171	1006860	1037901	11	998483,1000855,1008010,1010805,1012977,1017607,1018691,1020799,1023872,1037837,1097027,	1000784,1007012,1008160,1010954,1013103,1017679,1018854,1020989,1024158,1037906,1097171,	0	il1rap	cmpl	cmpl	-1,1,1,2,1,1,0,2,1,0,-1,
74	NM_001113876	GL172717	-	1761823	1923117	1761979	1858093	11	1761823,1762188,1767708,1793534,1799806,1836539,1843690,1857891,1863624,1891549,1923005,	1762108,1762309,1767887,1793704,1799915,1836662,1843803,1858099,1863695,1891610,1923117,	0	lpp	cmpl	cmpl	0,2,0,1,0,0,1,0,-1,-1,-1,
75	NM_001097338	GL172717	+	2228040	2229580	2228108	2229325	2	2228040,2229112,	2228243,2229580,	0	sst	cmpl	cmpl	0,0,
588	NM_001100284	GL172717	+	393832	521964	393994	521788	5	393832,464846,468503,517555,521669,	394085,464957,468607,517754,521964,	0	fgf12	cmpl	cmpl	0,1,1,0,1,
590	NM_001126995	GL172717	+	732084	740330	732117	740026	5	732084,733529,734790,736620,740000,	732217,733631,734828,736714,740330,	0	uts2d	cmpl	cmpl	0,1,1,0,1,
590	NM_001174055	GL172717	-	677277	713863	678369	713691	12	677277,679623,680836,681055,684088,684813,686122,690266,697251,698997,704304,713642,	678389,679739,680913,681154,684133,684929,686635,690336,697342,699127,704367,713863,	0	ccdc50	cmpl	cmpl	1,2,0,0,0,1,1,0,2,1,1,0,
594	NM_001015704	GL172717	+	1278651	1289545	1278802	1287581	4	1278651,1285461,1286377,1287418,	1279025,1285626,1286462,1289545,	0	cldn1	cmpl	cmpl	0,1,1,2,
601	NM_001122806	GL172717	+	2181027	2197040	2181337	2195412	9	2181027,2181324,2182192,2182533,2184006,2184611,2185720,2185955,2195265,	2181069,2181504,2182414,2183493,2184182,2184779,2185851,2186093,2197040,	0	bcl6	cmpl	cmpl	-1,0,2,2,2,1,1,0,0,
603	NM_001097405	GL172717	+	2406582	2437029	2406675	2436474	11	2406582,2412378,2419246,2420177,2421282,2422469,2423641,2425078,2429506,2431328,2435617,	2406680,2412604,2419424,2420309,2421479,2422617,2423760,2425157,2429644,2431403,2437029,	0	masp1	cmpl	cmpl	0,2,0,1,1,0,1,0,1,1,1,
604	NM_001113124	GL172717	-	2497077	2500808	2497658	2499852	4	2497077,2497475,2499700,2500680,	2497464,2498106,2499888,2500808,	0	rtp3	cmpl	cmpl	-1,2,0,-1,
606	NM_001102733	GL172717	+	2763813	2807509	2774551	2807115	14	2763813,2774551,2777697,2779011,2779513,2779985,2780372,2780793,2786378,2791025,2796017,2804022,2805060,2807108,	2764299,2774625,2777904,2779164,2779791,2780112,2780519,2780888,2786573,2791117,2797459,2804118,2805188,2807509,	0	tnk2	incmpl	cmpl	-1,1,0,0,0,2,0,0,2,2,1,0,0,2,
9	NM_001102998	GL172718	+	2078809	2100297	2092417	2099897	16	2078809,2088543,2092332,2093089,2093948,2094361,2094852,2095207,2095450,2095648,2096920,2097268,2097515,2098463,2099422,2099699,	2078931,2088720,2092517,2093176,2094031,2094485,2095024,2095312,2095563,2095774,2097079,2097423,2097794,2098610,2099618,2100297,	0	gyltl1b	cmpl	cmpl	-1,-1,0,1,0,2,0,1,1,0,0,0,2,2,2,0,
9	NM_001102713	GL172718	+	941261	1092413	941459	1092187	15	941261,949663,955490,1000342,1030873,1033196,1070825,1072454,1072792,1073838,1077509,1079434,1082173,1083158,1091631,	941496,949970,955648,1000420,1030955,1033322,1070961,1072535,1072804,1073859,1077640,1079546,1082194,1085571,1092413,	0	shank2	cmpl	cmpl	0,1,2,2,2,0,0,1,1,1,1,0,1,1,2,
9	NM_001130228	GL172718	-	1489884	2734489	2732525	2734489	7	1489884,1879024,1988563,2355062,2731883,2733520,2734416,	1489918,1879108,1988728,2355144,2732594,2733638,2734489,	0	oraov1	cmpl	incmpl	-1,-1,-1,-1,0,2,1,
73	NM_001078699	GL172718	-	261581	277792	262250	277785	13	261581,265149,265410,265736,266788,268202,268455,268765,270741,273500,273716,274205,277719,	262316,265236,265518,265867,266927,268355,268647,268891,270846,273631,273827,274377,277792,	0	cat.2	cmpl	cmpl	0,0,0,1,0,0,0,0,0,1,1,0,0,
73	NM_001011238	GL172718	+	391573	395062	391818	394423	3	391573,393328,394203,	391859,393544,395062,	0	lmo2	cmpl	cmpl	0,2,2,
74	NM_001127997	GL172718	-	1127093	1185809	1129726	1182299	27	1127093,1129726,1130666,1130847,1132126,1132338,1137461,1137745,1139144,1139418,1141142,1146479,1146959,1147993,1148247,1149742,1150154,1151223,1156985,1158443,1159743,1160175,1160625,1161116,1162518,1182035,1185548,	1127267,1129902,1130735,1131023,1132224,1132514,1137662,1137827,1139238,1139591,1141294,1146714,1147183,1148144,1148327,1149773,1150286,1151307,1157120,1158590,1159965,1160277,1160700,1161281,1162620,1182299,1185809,	0	ppfia1	incmpl	cmpl	-1,0,0,1,2,0,0,2,1,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-1,
75	NM_001102950	GL172718	+	2597660	2622650	2607417	2621948	18	2597660,2599800,2607404,2610573,2610865,2611882,2612453,2612844,2613662,2614183,2615847,2617439,2618888,2619095,2619525,2620129,2621425,2621873,	2597820,2599918,2607486,2610654,2610985,2611929,2612594,2612885,2613759,2614282,2615938,2617550,2619016,2619216,2619603,2620237,2621551,2622650,	0	atg13	cmpl	cmpl	-1,-1,0,0,0,0,2,2,1,2,2,0,0,2,0,0,0,0,
75	NM_001130327	GL172718	+	2945171	3058635	2945322	3056720	24	2945171,2994367,3013091,3022030,3022529,3024106,3024468,3027634,3028146,3031040,3033527,3041664,3044585,3049442,3049741,3050116,3050901,3051318,3051504,3052757,3054437,3055302,3055596,3056459,	2945338,2994537,3013424,3022129,3022681,3024161,3024520,3027690,3028185,3031106,3033695,3041747,3044657,3049517,3049943,3050228,3050959,3051419,3051650,3052910,3054490,3055487,3055702,3058635,	0	ano1	cmpl	cmpl	0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,1,2,0,2,1,1,0,2,0,
585	NM_001102814	GL172718	+	7069	33473	26624	32832	9	7069,10227,26596,28085,28976,29629,30163,30444,32732,	7188,10234,26756,28208,29132,29851,30329,30547,33473,	0	LOC100124852	cmpl	cmpl	-1,-1,0,0,0,0,0,1,2,
585	NM_001011214	GL172718	+	96896	104420	97098	104124	7	96896,97083,98301,99434,100005,102314,104024,	96934,97230,98424,99590,100228,102420,104420,	0	ctss.2	cmpl	cmpl	-1,0,0,0,0,1,2,
586	NM_001079249	GL172718	-	180695	235407	181386	227628	33	180695,182657,184368,185836,186359,187191,188464,188677,188923,189561,191981,193169,193432,194164,199299,199606,204094,206310,207898,208420,208781,209047,210340,210584,211777,212298,212975,213236,214684,215428,226708,227566,235389,	181494,182704,184438,185943,186432,187356,188572,188788,189029,189682,192087,193328,193513,194265,199450,199793,204200,206409,208047,208680,208975,209151,210497,210820,211950,212355,213056,213350,214816,215732,227272,227704,235407,	0	madd	cmpl	cmpl	0,1,0,1,0,0,0,0,2,1,0,0,0,1,0,2,1,1,2,0,1,2,1,2,0,0,0,0,0,2,2,0,-1,
586	NM_001078739	GL172718	+	235832	245857	235885	245788	11	235832,240178,241088,242303,242544,242740,243370,243654,244358,245319,245621,	236005,240274,241175,242456,242643,242830,243503,243740,244465,245495,245857,	0	acp2	cmpl	cmpl	0,0,0,0,0,0,0,1,0,2,1,
586	NM_001008202	GL172718	-	249666	257079	250415	255329	11	249666,250893,251358,252935,253160,253482,254114,254336,254938,255136,256896,	250657,250939,251523,253081,253338,253582,254260,254525,255039,255329,257079,	0	ddb2	cmpl	cmpl	1,0,0,1,0,2,0,0,1,0,-1,
587	NM_001030368	GL172718	-	347073	363724	347615	362416	14	347073,348638,349936,350231,351684,351980,352670,353037,353867,355875,356598,357424,362278,363643,	347705,348742,350135,350375,351837,352067,352723,353178,353950,356114,356685,357487,362416,363724,	0	caprin1	cmpl	cmpl	0,1,0,0,0,0,1,1,2,0,0,0,0,-1,
588	NM_001197230	GL172718	+	450649	482915	466632	482650	29	450649,466620,466821,466999,468102,469273,469478,469752,470398,471597,473882,474080,474788,475947,476207,476555,476992,477185,477466,477685,478369,478504,478787,479045,479932,480125,480315,481095,482550,	450679,466740,466913,467171,468225,469335,469593,469860,470532,471691,473981,474217,474912,476098,476304,476672,477094,477260,477583,477819,478418,478601,478898,479218,480052,480224,480389,481179,482915,	0	nat10	cmpl	cmpl	-1,0,0,2,0,0,2,0,0,2,0,0,2,1,2,0,0,0,0,0,2,0,1,1,0,0,0,2,2,
589	NM_001011014	GL172718	-	553741	555451	554282	555167	1	553741,	555451,	0	abtb2	cmpl	cmpl	0,
589	NM_001097376	GL172718	-	561203	569879	561798	569879	13	561203,561372,562686,563548,564170,564593,565062,565900,566870,567720,568845,569557,569828,	561338,562151,562852,563691,564414,564762,565169,566407,567023,567848,569002,569708,569879,	0	tfip11	cmpl	incmpl	-1,1,0,1,0,2,0,0,0,1,0,2,2,
593	NM_001128653	GL172718	-	1100984	1115146	1102284	1115144	16	1100984,1103731,1103954,1104634,1104817,1105094,1105465,1106080,1108432,1109426,1109707,1110766,1111584,1113216,1113963,1115063,	1102421,1103803,1104102,1104715,1104966,1105164,1105521,1106191,1108543,1109537,1109818,1110821,1111695,1113346,1114037,1115146,	0	cttn	cmpl	cmpl	1,1,0,0,1,0,1,1,1,1,1,0,0,2,0,0,
594	NM_001005452	GL172718	-	1231955	1232164	1231955	1232055	1	1231955,	1232164,	0	ccnd1	incmpl	cmpl	0,
594	NM_001005452	GL172718	-	1220400	1234189	1220923	1234189	4	1220400,1223573,1233120,1234133,	1221082,1223725,1233341,1234189,	0	ccnd1	cmpl	incmpl	0,1,0,1,
596	NM_001126934	GL172718	+	1548870	1561432	1548954	1561307	21	1548870,1550471,1551209,1551580,1552306,1552898,1553333,1553532,1553972,1554608,1555345,1555826,1556040,1556260,1556518,1556762,1557283,1558049,1559493,1559757,1561253,	1549039,1550532,1551326,1551634,1552396,1552950,1553422,1553650,1554104,1554683,1555470,1555875,1556143,1556429,1556654,1556869,1557415,1558119,1559622,1559934,1561432,	0	nadsyn1	cmpl	cmpl	0,1,2,2,2,2,0,2,0,0,0,2,0,1,2,0,2,2,0,0,0,
598	NM_001044399	GL172718	+	1746204	1760291	1746204	1759540	14	1746204,1746390,1750706,1755318,1755467,1755680,1756573,1756741,1757451,1757647,1758619,1758856,1759535,1760214,	1746271,1746402,1750718,1755371,1755585,1755859,1756655,1756869,1757567,1757873,1758741,1759079,1759924,1760291,	0	LOC594901	incmpl	cmpl	1,0,1,2,1,2,1,2,1,0,1,0,1,-1,
598	NM_001008038	GL172718	+	1707368	1715643	1707401	1715300	14	1707368,1707623,1708615,1709096,1710723,1711473,1712633,1712799,1713051,1713380,1713772,1714690,1715295,1715388,	1707470,1707651,1708672,1709231,1710841,1711652,1712715,1712927,1713167,1713603,1713891,1714916,1715373,1715643,	0	tll1	cmpl	cmpl	0,0,1,1,1,2,1,2,1,0,1,0,1,-1,
600	NM_001126639	GL172718	-	2040304	2042759	2040304	2042759	4	2040304,2040491,2041317,2042658,	2040377,2040647,2041392,2042759,	0	pex16	incmpl	incmpl	1,1,1,2,
600	NM_001126639	GL172718	-	2065597	2073410	2066091	2073410	9	2065597,2067684,2067857,2068800,2068987,2069861,2071748,2072067,2073371,	2066150,2067749,2067977,2068873,2069143,2069940,2071883,2072144,2073410,	0	pex16	cmpl	incmpl	1,2,2,1,1,0,0,1,1,
603	NM_001113043	GL172718	-	2418783	2452496	2420921	2421870	3	2418783,2420100,2452450,	2420050,2421870,2452496,	0	chrm4	cmpl	incmpl	-1,2,-1,
603	NM_203743	GL172718	+	2394941	2416398	2403684	2416024	5	2394941,2403683,2404931,2405408,2415998,	2395065,2403763,2405093,2405570,2416398,	0	mdk	cmpl	cmpl	-1,0,1,1,1,
605	NM_001127087	GL172718	-	2703325	2727699	2705941	2719262	30	2703325,2703836,2704130,2704819,2705723,2705900,2707262,2707562,2707811,2708252,2708764,2708987,2709194,2710337,2710611,2710777,2710989,2711177,2711561,2712912,2713158,2714810,2715055,2715260,2717353,2717583,2717851,2718553,2719205,2727628,	2703687,2703986,2704256,2704906,2705809,2706052,2707457,2707691,2707925,2708427,2708907,2709113,2709260,2710525,2710704,2710888,2711094,2711369,2711690,2713077,2713248,2714915,2715169,2715364,2717483,2717755,2718058,2718747,2719299,2727699,	0	ckap5	cmpl	cmpl	-1,-1,-1,-1,-1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,-1,
605	NM_001015797	GL172718	+	2666762	2689183	2666802	2689029	14	2666762,2668651,2680972,2681517,2682178,2682601,2683570,2685864,2686354,2686908,2687327,2687690,2687945,2688901,	2666875,2668812,2680997,2681568,2682290,2682732,2683873,2685969,2686481,2687076,2687501,2687869,2688017,2689183,	0	f2	cmpl	cmpl	0,1,0,1,1,2,1,1,1,2,2,2,1,1,
605	NM_001008140	GL172718	-	2638178	2654371	2639789	2651047	14	2638178,2638861,2640202,2640864,2641154,2641664,2641822,2642032,2642581,2642802,2643332,2650720,2650911,2654247,	2638846,2639969,2640300,2640993,2641232,2641741,2641930,2642131,2642668,2642934,2643420,2650816,2651055,2654371,	0	arhgap1	cmpl	cmpl	-1,0,1,1,1,2,2,2,2,2,1,1,0,-1,
605	NM_001142825	GL172718	-	2748551	2752308	2748551	2752308	3	2748551,2750930,2752073,	2748860,2751034,2752308,	0	fgf19	cmpl	cmpl	0,1,0,
606	NM_001142822	GL172718	-	2802253	2811862	2802253	2811862	3	2802253,2805618,2811564,	2802430,2805722,2811862,	0	fgf4	cmpl	cmpl	0,1,0,
606	NM_001008153	GL172718	-	2854763	2855118	2854763	2855040	1	2854763,	2855118,	0	fgf3	incmpl	cmpl	0,
73	NM_001142908	GL172719	+	27190	202187	34349	201933	18	27190,28864,32772,34212,35141,65369,73934,76883,171208,177399,182566,184308,193572,194989,197268,199140,200385,201807,	27242,29018,32842,34383,35305,65608,74035,77103,171370,177484,182704,184368,193771,195136,197362,199255,200439,202187,	0	kiaa0146	cmpl	cmpl	-1,-1,-1,0,1,0,2,1,2,2,0,0,0,1,1,2,0,0,
74	NM_001016182	GL172719	-	1808621	1848525	1808738	1844102	15	1808621,1814629,1819482,1823215,1825561,1829118,1829888,1830712,1833301,1833842,1838661,1841105,1843998,1847454,1848456,	1808799,1814743,1819584,1823341,1825740,1829311,1829986,1830766,1833406,1833956,1838751,1841205,1844118,1847522,1848525,	0	atp6v1h	cmpl	cmpl	2,2,2,2,0,2,0,0,0,0,0,2,0,-1,-1,
75	NM_001032307	GL172719	+	2416063	2526475	2416178	2525469	2	2416063,2524520,	2416888,2526475,	0	xkr4	cmpl	cmpl	0,2,
75	NM_001017235	GL172719	+	2619024	2671873	2641377	2671639	12	2619024,2641372,2651035,2651160,2651822,2652058,2652820,2654263,2662486,2668575,2670752,2671436,	2619198,2641437,2651081,2651266,2651921,2652162,2652970,2654417,2662564,2668729,2670884,2671873,	0	lyn	cmpl	cmpl	-1,0,0,1,2,2,1,1,0,0,1,1,
585	NM_001127151	GL172719	-	9177	22415	9177	22389	4	9177,15125,15948,22332,	9252,15234,16017,22415,	0	LOC100145789	incmpl	cmpl	1,0,0,0,
586	NM_001030414	GL172719	-	203302	205784	204864	205587	1	203302,	205784,	0	cebpd	cmpl	cmpl	0,
587	NM_001016276	GL172719	+	319549	325171	319557	324327	4	319549,321299,323112,324180,	319573,321448,323238,325171,	0	ube2v2	cmpl	cmpl	0,1,0,0,
587	NM_001005655	GL172719	+	302807	315863	305157	315278	16	302807,305153,305727,306528,306774,307003,307188,307443,307788,308152,309236,309929,311843,313069,314912,315185,	302901,305227,305892,306692,306876,307099,307284,307582,308009,308273,309496,310296,312037,313298,315046,315863,	0	mcm4	cmpl	cmpl	-1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,
589	NM_204093	GL172719	-	623435	626946	624265	626804	3	623435,625478,626725,	624447,626018,626946,	0	snai2	cmpl	cmpl	1,1,0,
593	NM_001011375	GL172719	-	1081071	1090196	1081822	1082236	2	1081071,1090134,	1082353,1090196,	0	LOC496842	cmpl	cmpl	0,-1,
599	NM_001128030	GL172719	+	1904055	1937914	1921923	1936971	6	1904055,1904715,1921920,1927491,1927689,1936782,	1904082,1904807,1922069,1927578,1927924,1937914,	0	rgs20	cmpl	cmpl	-1,-1,0,2,2,0,
599	NM_203556	GL172719	-	1953564	1964963	1953835	1964822	10	1953564,1954552,1955969,1956748,1957652,1959529,1960789,1961924,1963228,1964747,	1953844,1954624,1956116,1956903,1957709,1959678,1960871,1962030,1963291,1964963,	0	tcea1	cmpl	cmpl	0,0,0,1,1,2,1,0,0,0,
600	NM_001005699	GL172719	-	1975810	1996033	1976478	1995976	9	1975810,1977742,1978262,1978837,1981337,1985813,1987573,1988079,1995907,	1976532,1977919,1978364,1978911,1981408,1985861,1987639,1988111,1996033,	0	lypla1	cmpl	cmpl	0,0,0,1,2,2,2,0,0,
600	NM_001126635	GL172719	+	2008416	2015702	2008533	2015475	5	2008416,2009713,2011279,2012994,2015137,	2008638,2009871,2011445,2013118,2015702,	0	mrpl15	cmpl	cmpl	0,0,2,0,1,
601	NM_203518	GL172719	+	2183332	2185332	2183373	2185167	3	2183332,2184322,2185258,	2183650,2185244,2185332,	0	sox17b.1	cmpl	cmpl	0,1,-1,
601	NM_203518	GL172719	+	2174811	2176914	2174852	2176721	3	2174811,2174905,2175867,	2174904,2175129,2176914,	0	sox17b.1	cmpl	cmpl	0,1,1,
